Lime question,-----current variable name,variable,dummyVariable,variableType,method,target,databaseStart,variableStart,variableStartType,catValues,numValidCat,catLabel,catLabelLong,units,low,high,From,interval,catStartLabel,reference,variableStartShortLabel,variableStartLabel,Notes
,N/A,GEODPMF,GEODPMF_cat97_37,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,37,97,ON_35935,Haliburton-Kawartha-Pine Ridge Dhu,N/A,35935,35935,35935:35935,"[,]",Haliburton-Kawartha-Pine Ridge Dhu,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_38,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,38,97,ON_35936,Halton Regional Health Unit,N/A,35936,35936,35936:35936,"[,]",Halton Regional Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_39,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,39,97,ON_35937,City of Hamilton Health Unit,N/A,35937,35937,35937:35937,"[,]",City of Hamilton Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_40,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,40,97,ON_35938,Hastings And Prince Edward Counties Hu,N/A,35938,35938,35938:35938,"[,]",Hastings And Prince Edward Counties Hu,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_41,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,41,97,ON_35939,Huron And Perth Health Units,N/A,35939,35939,35939:35939,"[,]",Huron And Perth Health Units,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_42,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,42,97,ON_35940,Chatham-Kent Health Unit,N/A,35940,35940,35940:35940,"[,]",Chatham-Kent Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_43,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,43,97,ON_35941,Kingston-Frontenac-Lennox-Addington Hu,N/A,35941,35941,35941:35941,"[,]",Kingston-Frontenac-Lennox-Addington Hu,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_44,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,44,97,ON_35942,Lambton Health Unit,N/A,35942,35942,35942:35942,"[,]",Lambton Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_45,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,45,97,ON_35943,Leeds-Grenville-Lanark Dhu,N/A,35943,35943,35943:35943,"[,]",Leeds-Grenville-Lanark Dhu,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_46,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,46,97,ON_35944,Middlesex-London Health Unit,N/A,35944,35944,35944:35944,"[,]",Middlesex-London Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_47,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,47,97,ON_35946,Niagara Regional Area Health Unit,N/A,35946,35946,35946:35946,"[,]",Niagara Regional Area Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_48,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,48,97,ON_35947,North Bay and Timiskaming Health Units,N/A,35947,35947,35947:35947,"[,]",North Bay and Timiskaming Health Units,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_49,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,49,97,ON_35949,Northwestern Health Unit,N/A,35949,35949,35949:35949,"[,]",Northwestern Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_50,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,50,97,ON_35951,City of Ottawa Health Unit,N/A,35951,35951,35951:35951,"[,]",City of Ottawa Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_51,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,51,97,ON_35952,Oxford County Health Unit,N/A,35952,35952,35952:35952,"[,]",Oxford County Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_52,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,52,97,ON_35953,Peel Regional Health Unit,N/A,35953,35953,35953:35953,"[,]",Peel Regional Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_53,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,53,97,ON_35955,Peterborough County-City Health Unit,N/A,35955,35955,35955:35955,"[,]",Peterborough County-City Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_54,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,54,97,ON_35956,Porcupine Health Unit,N/A,35956,35956,35956:35956,"[,]",Porcupine Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_55,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,55,97,ON_35957,Renfrew County and District Health Unit,N/A,35957,35957,35957:35957,"[,]",Renfrew County and District Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_56,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,56,97,ON_35958,Eastern Ontario Health Unit,N/A,35958,35958,35958:35958,"[,]",Eastern Ontario Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_57,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,57,97,ON_35960,Simcoe Muskoka District Health Unit,N/A,35960,35960,35960:35960,"[,]",Simcoe Muskoka District Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_58,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,58,97,ON_35961,Sudbury And District Health Unit,N/A,35961,35961,35961:35961,"[,]",Sudbury And District Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_59,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,59,97,ON_35962,Thunder Bay District Health Unit,N/A,35962,35962,35962:35962,"[,]",Thunder Bay District Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_60,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,60,97,ON_35965,Waterloo Health Unit,N/A,35965,35965,35965:35965,"[,]",Waterloo Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_61,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,61,97,ON_35966,Wellington-Dufferin-Guelph Hu,N/A,35966,35966,35966:35966,"[,]",Wellington-Dufferin-Guelph Hu,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_62,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,62,97,ON_35968,Windsor-Essex County Health Unit,N/A,35968,35968,35968:35968,"[,]",Windsor-Essex County Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_63,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,63,97,ON_35970,York Regional Health Unit,N/A,35970,35970,35970:35970,"[,]",York Regional Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_64,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,64,97,ON_35995,City of Toronto Health Unit,N/A,35995,35995,35995:35995,"[,]",City of Toronto Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_65,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,65,97,MB_46901,Winnipeg Regional,N/A,46901,46901,46901:46901,"[,]",Winnipeg Regional,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_66,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,66,97,MB_46902,Prairie Mountain Hlth,N/A,46902,46902,46902:46902,"[,]",Prairie Mountain Hlth,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_67,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,67,97,MB_46903,Interlake-Eastern,N/A,46903,46903,46903:46903,"[,]",Interlake-Eastern,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_68,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,68,97,MB_46904,Northern Region,N/A,46904,46904,46904:46904,"[,]",Northern Region,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_69,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,69,97,MB_46905,Southern Health,N/A,46905,46905,46905:46905,"[,]",Southern Health,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_70,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,70,97,SK_47901,Sun Country/Five Hills,N/A,47901,47901,47901:47901,"[,]",Sun Country/Five Hills,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_71,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,71,97,SK_47904,Regina Qu'Appelle,N/A,47904,47904,47904:47904,"[,]",Regina Qu'Appelle,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_72,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,72,97,SK_47905,Sunrise Regional,N/A,47905,47905,47905:47905,"[,]",Sunrise Regional,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_73,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,73,97,SK_47906,Saskatoon Regional,N/A,47906,47906,47906:47906,"[,]",Saskatoon Regional,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_74,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,74,97,SK_47907,Heartland Regional,N/A,47907,47907,47907:47907,"[,]",Heartland Regional,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_75,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,75,97,SK_47909,Prince Albert Parkland,N/A,47909,47909,47909:47909,"[,]",Prince Albert Parkland,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_76,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,76,97,AB_48931,South Zone,N/A,48931,48931,48931:48931,"[,]",South Zone,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_77,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,77,97,AB_48932,Calgary Zone,N/A,48932,48932,48932:48932,"[,]",Calgary Zone,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_78,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,78,97,AB_48933,Central Zone,N/A,48933,48933,48933:48933,"[,]",Central Zone,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_79,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,79,97,AB_48934,Edmonton Zone,N/A,48934,48934,48934:48934,"[,]",Edmonton Zone,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_80,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,80,97,AB_48935,North Zone,N/A,48935,48935,48935:48935,"[,]",North Zone,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_81,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,81,97,BC_59911,East Kootenay,N/A,59911,59911,59911:59911,"[,]",East Kootenay,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_82,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,82,97,BC_59912,Kootenay-Boundary,N/A,59912,59912,59912:59912,"[,]",Kootenay-Boundary,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_83,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,83,97,BC_59913,Okanagan,N/A,59913,59913,59913:59913,"[,]",Okanagan,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_84,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,84,97,BC_59914,Thompson/Cariboo,N/A,59914,59914,59914:59914,"[,]",Thompson/Cariboo,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_85,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,85,97,BC_59921,Fraser East,N/A,59921,59921,59921:59921,"[,]",Fraser East,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_86,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,86,97,BC_59922,Fraser North,N/A,59922,59922,59922:59922,"[,]",Fraser North,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_87,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,87,97,BC_59923,Fraser South,N/A,59923,59923,59923:59923,"[,]",Fraser South,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_88,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,88,97,BC_59931,Richmond,N/A,59931,59931,59931:59931,"[,]",Richmond,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_89,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,89,97,BC_59932,Vancouver,N/A,59932,59932,59932:59932,"[,]",Vancouver,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_90,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,90,97,BC_59933,North Shore/Coast Garibaldi,N/A,59933,59933,59933:59933,"[,]",North Shore/Coast Garibaldi,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_91,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,91,97,BC_59941,South Vancouver Is.,N/A,59941,59941,59941:59941,"[,]",South Vancouver Is.,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_92,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,92,97,BC_59942,Central Vancouver Is.,N/A,59942,59942,59942:59942,"[,]",Central Vancouver Is.,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_93,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,93,97,BC_59943,North Vancouver Is.,N/A,59943,59943,59943:59943,"[,]",North Vancouver Is.,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_94,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,94,97,BC_59951,Northwest,N/A,59951,59951,59951:59951,"[,]",Northwest,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_95,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,95,97,BC_59952,Northern Interior,N/A,59952,59952,59952:59952,"[,]",Northern Interior,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_96,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,96,97,BC_59953,Northeast,N/A,59953,59953,59953:59953,"[,]",Northeast,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_97,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,97,97,YT/NT/NU_60901,Yukon/Northwest,N/A,60901,60901,60901:60901,"[,]",Yukon/Northwest,,Health Region,Health Region - (G),
,N/A,WTS_M,N/A,cont,,,PUMF 2013-2014,WTS_M,cont,N/A,N/A,Weights - Master,Weights - Master,N/A,1.07,13166.31,1.07:13166.31,"[,]",,,,,
,age,DHH_AGE,N/A,cont,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),DHH_AGE,cont,N/A,N/A,Age,Age,years,12,104,12:104,"[,]",N/A,N/A,Age,Age,
,sex,DHH_SEX,DHH_SEX_cat2_1,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),DHH_SEX,cat,1,2,Male,Male,N/A,1,1,1:1,"[,]",MALE,N/A,Sex,Sex,
,sex,DHH_SEX,DHH_SEX_cat2_2,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),DHH_SEX,cat,2,2,Female,Female,N/A,2,2,2:2,"[,]",FEMALE,N/A,Sex,Sex,
,PackYears,packYears,N/A,cont,PBL Smoking Functions (PackYears1.fun),CCHS_bllFlow,CCHS 2013-2014 (shared),"DHH_AGE, SMKDSTY, SMK_203, SMK_207, SMK_204, SMK_09A, SMK_09C, SMK_208, SMK_05B, SMK_05C, SMK_01C, SMK_01A",N/A,N/A,N/A,Packyears Smoking,Packyears of smoking,,,,:,,,,,,
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_1,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,1,6,Daily smoker,Daily smoker,N/A,1,1,1:1,"[,]",DAILY SMOKER,0,Smoke status,Type of smoker - (D),
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_2,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,2,6,Former daily current occasional smoker,Former daily current occasional smoker,N/A,2,2,2:2,"[,]",OCCASIONAL SMOKER (FORMER DAILY SMOKER),0,Smoke status,Type of smoker - (D),
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_3,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,3,6,Never daily current occasional smoker,Never daily current occasional smoker,N/A,3,3,3:3,"[,]",ALWAYS AN OCCASIONAL SMOKER,0,Smoke status,Type of smoker - (D),
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_4,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,4,6,Former daily current nonsmoker,Former daily current nonsmoker,N/A,4,4,4:4,"[,]",FORMER DAILY SMOKER,0,Smoke status,Type of smoker - (D),
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_5,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,5,6,Never daily current nonsmoker (former occasional),Never daily current nonsmoker (former occasional),N/A,5,5,5:5,"[,]",FORMER OCCASIONAL SMOKER,0,Smoke status,Type of smoker - (D),
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_6,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,6,6,Never smoked,Never smoked,N/A,6,6,6:6,"[,]",NEVER SMOKED,1,Smoke status,Type of smoker - (D),
,TypeOfSmoker2,SMKDSTY,SMKDSTY_cat6_NA,cat,Map1_1,CCHS_bllFlow,CCHS 2013-2014 (shared),SMKDSTY,cat,NA,6,missing,missing,N/A,99,99,99:99,"[,]",not stated,0,Smoke status,Type of smoker - (D),
,SmokeSimple,smokeSimp,smokeSimp_cat4_0,cat,PBL Smoking Functions (SmokeSimple1.fun),CCHS_bllFlow,CCHS 2013-2014 (shared),"SMKDSTY, SMK_09C, SMK_09A",N/A,0,4,Non-smoker,Non-smoker,N/A,0,0,0:0,"[,]",,,,,
,SmokeSimple,smokeSimp,smokeSimp_cat4_1,cat,PBL Smoking Functions (SmokeSimple1.fun),CCHS_bllFlow,CCHS 2013-2014 (shared),"SMKDSTY, SMKG09C, SMK_09A",N/A,1,4,Current smoker,Current smoker,N/A,1,1,1:1,"[,]",,,,,
,SmokeSimple,smokeSimp,smokeSimp_cat4_2,cat,PBL Smoking Functions (SmokeSimple1.fun),CCHS_bllFlow,CCHS 2013-2014 (shared),"SMKDSTY, SMKG09C, SMK_09A",N/A,2,4,Former smoker; quit 0 to 5 years or former occasional,Former smoker; quit 0 to 5 years or former occasional,N/A,2,2,2:2,"[,]",,,,,
,SmokeSimple,smokeSimp,smokeSimp_cat4_3,cat,PBL Smoking Functions (SmokeSimple1.fun),CCHS_bllFlow,CCHS 2013-2014 (shared),"SMKDSTY, SMKG09C, SMK_09A",N/A,3,4,Former smoker; quit 5 plus years,Former smoker; quit 5 plus years,N/A,3,3,3:3,"[,]",,,,,
,SmokeSimple,smokeSimp,smokeSimp_cat4_NA,cat,PBL Smoking Functions (SmokeSimple1.fun),CCHS_bllFlow,CCHS 2013-2014 (shared),"SMKDSTY, SMKG09C, SMK_09A",N/A,NA,4,missing,missing,N/A,,,:,,,,,,
,wcig1,SMK_01B,SMK_01B_cat2_1,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01B,cat,1,2,yes,yes,N/A,1,1,1:1,"[,]",Yes,N/A,Ever smoke,Ever smoked a whole cigarette,
,wcig2,SMK_01B,SMK_01B_cat2_2,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01B,cat,2,2,no,no,N/A,2,2,2:2,"[,]",No,N/A,Ever smoke,Ever smoked a whole cigarette,
,wcig,SMK_01B,SMK_01B_cat2_N/A,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01B,cat,N/A,2,not applicable,not applicable,N/A,6,6,6:6,"[,]",Not applicable,N/A,Ever smoke,Ever smoked a whole cigarette,
,wcig,SMK_01B,SMK_01B_cat2_NA,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01B,cat,NA,2,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,Ever smoke,Ever smoked a whole cigarette,
,agec1,SMK_01C,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01C,cont,N/A,N/A,agec1,"Age - smoked first whole cigarette",years,5,77,5:77,"[,]",Years,N/A,agec1,Age - smoked first whole cigarette,
,agec1,SMK_01C,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01C,cont,N/A,N/A,not applicable,not applicable,N/A,996,996,996:996,"[,]",Not applicable,N/A,agec1,Age - smoked first whole cigarette,
,agec1,SMK_01C,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01C,cont,NA,N/A,missing,missing,N/A,997,999,997:999,"[,]",don't know (997); refusal (998); not stated (999),N/A,agec1,Age - smoked first whole cigarette,
,s1001,SMK_01A,SMK_01A_cat2_1,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01A,cat,1,2,yes,yes,N/A,1,1,1:1,"[,]",Yes,N/A,s100,Smoked 100 or more cigarettes - life,
,s1002,SMK_01A,SMK_01A_cat2_1,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01A,cat,1,2,no,not applicable,N/A,2,2,2:2,"[,]",No,N/A,s100,Smoked 100 or more cigarettes - life,
,s100,SMK_01A,SMK_01A_cat2_NA,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_01A,cat,NA,2,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,s100,Smoked 100 or more cigarettes - life,
,smk1,SMK_202,SMK_202_cat3_1,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_202,cat,1,3,Daily,Daily,N/A,1,1,1:1,"[,]",Daily,N/A,smk,Type of smoker,
,smk2,SMK_202,SMK_202_cat3_2,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_202,cat,2,3,Occasionally,Occasionally,N/A,2,2,2:2,"[,]",Occasionally,N/A,smk,Type of smoker,
,smk3,SMK_202,SMK_202_cat3_3,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_202,cat,3,3,Not at all,Not at all,N/A,3,3,3:3,"[,]",Not at all,N/A,smk,Type of smoker,
,smk,SMK_202,SMK_202_cat3_NA,cat,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_202,cat,NA,3,missing,missing,N/A,7,9,7:9,"[,]",don't know (7); refusal (8); not stated (9),N/A,smk,Type of smoker,
,agecigd,SMK_203,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_203,cont,N/A,N/A,agecigd,Age - started smoking daily (daily smoker),years,5,67,5:67,"[,]",Years,N/A,agecigd,Age - started smoking daily (daily smoker),
,agecigd,SMK_203,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_203,cont,N/A,N/A,not applicable,not applicable,N/A,996,996,996:996,"[,]",Not applicable,N/A,agecigd,Age - started smoking daily (daily smoker),
,agecigd,SMK_203,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_203,cont,NA,N/A,missing,missing,N/A,997,999,997:999,"[,]",don't know (997); refusal (998); not stated (999),N/A,agecigd,Age - started smoking daily (daily smoker),
,cigdayd,SMK_204,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_204,cont,N/A,N/A,Cigarettes/day - daily ,# of cigarettes smoked daily - daily smoker,cigarettes/day,1,80,1:80,"[,]",# of cigarettes smoked daily - daily smoker,N/A,cigdayd,Number of cigarettes smoked per day (daily smoker),
,cigdayd,SMK_204,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_204,cont,N/A,N/A,not applicable,not applicable,N/A,996,996,996:996,"[,]",Not applicable,N/A,cigdayd,Number of cigarettes smoked per day (daily smoker),
,cigdayd,SMK_204,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_204,cont,NA,N/A,missing,missing,N/A,997,999,997:999,"[,]",don't know (997); refusal (998); not stated (999),N/A,cigdayd,Number of cigarettes smoked per day (daily smoker),
,cigdayo,SMK_05B,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_05B,cont,N/A,N/A,Cigarettes/day - occasional ,# of cigarettes smoked daily - daily smoker,cigarettes/day,1,40,1:40,"[,]",# of cigarettes smoked daily - occasional smoker,N/A,cigdayo,Number of cigarettes smoked per day (occasional smoker) ,
,cigdayo,SMK_05B,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_05B,cont,N/A,N/A,not applicable,not applicable,N/A,996,996,996:996,"[,]",Not applicable,N/A,cigdayo,Number of cigarettes smoked per day (occasional smoker) ,
,cigdayo,SMK_05B,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_05B,cont,NA,N/A,missing,missing,N/A,997,999,997:999,"[,]",don't know (997); refusal (998); not stated (999),N/A,cigdayo,Number of cigarettes smoked per day (occasional smoker) ,
,dayocc,SMK_05C,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_05C,cont,N/A,N/A,Smoked one or more cigarettes,"Past month, smoked 1 + cigarettes daily - occasional smoker",days,0,30,0:30,"[,]","Past month, smoked 1 + cigarettes daily - occasional smoker",N/A,dayocc,Number of days - smoked 1 cigarette or more (occ. smoker) ,
,dayocc,SMK_05C,N/A,cont,Map1_1,PoRT_limesurvey,CCHS 2013-2014 (shared),SMK_05C,cont,N/A,N/A,not applicable,not applicable,N/A,96,96,96:96,"[,]",Not applicable,N/A,dayocc,Number of days - smoked 1 cigarette or more (occ. smoker) ,
